title,title_id,imdb_id,content_rating,release_date,Action_Adventure,Animation,Comedy,SciFi_Fantasy,Drama,Family,Mystery_Crime,Bio_History,Horror_Thriller,Romance
Thanksgiving,1214,tt1448754,R,2023-11-17,0.0,0,1,0.0,0,0,1.0,0.0,1.0,0
Saltburn,1213,tt17351924,R,2023-11-17,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Next Goal Wins,1212,tt10767052,PG-13,2023-11-17,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Rustin,1211,tt14160834,PG-13,2023-11-03,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Marsh Kings Daughter,1209,tt8002382,R,2023-11-03,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Holdovers,1208,tt14849194,R,2023-10-27,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Killer,1207,tt1136617,R,2023-10-27,1.0,0,0,0.0,0,0,1.0,0.0,0.0,0
Five Nights at Freddys,1206,tt34183267,,2023-10-27,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Fingernails,1205,tt13968674,R,2023-10-27,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
Killers of the Flower Moon,1204,tt5537002,R,2023-10-20,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
NYAD,1203,tt5302918,PG-13,2023-10-20,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Pain Hustlers,1202,tt15257160,R,2023-10-20,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Anatomy of a Fall,1201,tt17009710,R,2023-10-13,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Thank You For Coming,1200,tt23036080,,2023-10-06,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Foe,1199,tt8258502,R,2023-10-06,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
The Royal Hotel,1198,tt18363072,R,2023-10-06,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
When Evil Lurks,1197,tt16300962,Not Rated,2023-10-06,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Dicks: The Musical,1196,tt7130916,R,2023-10-06,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Creator,1195,tt11858890,PG-13,2023-09-29,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Fair Play,1194,tt16304446,R,2023-09-29,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
It Lives Inside,1193,tt15683734,PG-13,2023-09-22,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Flora and Son,1192,tt25471950,R,2023-09-22,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Dumb Money,1191,tt13957560,R,2023-09-15,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
A Haunting in Venice,1190,tt22687790,PG-13,2023-09-15,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
The Nun II,1189,tt10160976,R,2023-09-08,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Equalizer 3,1188,tt17024450,R,2023-09-01,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Bottoms,1187,tt17527468,R,2023-08-25,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Golda,1186,tt14454876,PG-13,2023-08-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Strays,1185,tt15153532,R,2023-08-18,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Blue Beetle,1184,tt9362930,PG-13,2023-08-18,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Jules,1183,tt15428940,PG-13,2023-08-11,0.0,0,1,1.0,1,0,0.0,0.0,0.0,0
The Last Voyage of the Demeter,1182,tt1001520,R,2023-08-11,0.0,0,0,1.0,0,0,0.0,0.0,1.0,0
Meg 2: The Trench,1181,tt9224104,PG-13,2023-08-04,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,1180,tt8589698,PG,2023-08-02,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Talk to Me,1179,tt10638522,R,2023-07-28,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Oppenheimer,1178,tt15398776,R,2023-07-21,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Theater Camp,1176,tt21232992,PG-13,2023-07-14,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Mission: Impossible - Dead Reckoning Part One,1175,tt9603212,PG-13,2023-07-12,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Joy Ride,1174,tt15268244,R,2023-07-07,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Insidious: The Red Door,1173,tt13405778,PG-13,2023-07-07,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Sound of Freedom,1172,tt7599146,PG-13,2023-07-04,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Indiana Jones and the Dial of Destiny,1171,tt1462764,PG-13,2023-06-30,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
No Hard Feelings,1170,tt15671028,R,2023-06-23,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
The Blackening,1168,tt11703244,R,2023-06-16,0.0,0,1,0.0,0,0,1.0,0.0,1.0,0
Asteroid City,1167,tt14230388,PG-13,2023-06-16,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
The Flash,1166,tt0439572,PG-13,2023-06-16,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Boogeyman,1165,tt3427252,PG-13,2023-06-02,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Spider-Man: Across The Spider-Verse,1164,tt9362722,PG,2023-06-02,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Past Lives,1163,tt13238346,PG-13,2023-06-02,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Kandahar,1161,tt5761544,R,2023-05-26,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
The Little Mermaid,1160,tt5971474,PG,2023-05-26,1.0,0,0,1.0,0,1,0.0,0.0,0.0,0
About My Father,1159,tt8373206,PG-13,2023-05-26,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
You Hurt My Feelings,1158,tt15771916,R,2023-05-26,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Master Gardener,1157,tt15342244,R,2023-05-19,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Sanctuary,1156,tt15364972,R,2023-05-19,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
BlackBerry,1155,tt21867434,R,2023-05-12,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Hypnotic,1154,tt8080204,R,2023-05-12,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Polite Society,1153,tt18257464,PG-13,2023-04-28,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Sisu,1152,tt14846026,R,2023-04-28,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0
Are You There God? Its Me Margaret.,1151,tt9185206,PG-13,2023-04-28,0.0,0,1,0.0,1,1,0.0,0.0,0.0,0
Evil Dead Rise,1150,tt13345606,R,2023-04-21,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Chevalier,1149,tt12758486,PG-13,2023-04-21,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Guy Ritchies The Covenant,1148,tt4873118,R,2023-04-21,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Renfield,1147,tt11358390,R,2023-04-14,1.0,0,1,1.0,0,0,0.0,0.0,0.0,0
Beau is Afraid,1146,tt13521006,R,2023-04-14,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Mafia Mamma,1145,tt13923456,R,2023-04-14,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Paint,1144,tt14472156,PG-13,2023-04-07,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
How to Blow Up a Pipeline,1143,tt21440780,R,2023-04-07,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Super Mario Bros. Movie,1142,tt6718170,PG,2023-04-05,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Air (2023),1141,tt16419074,R,2023-04-05,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Dungeons & Dragons: Honor Among Thieves,1140,tt2906216,PG-13,2023-03-31,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
A Thousand and One,1139,tt12427158,R,2023-03-31,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
John Wick: Chapter 4,1138,tt10366206,R,2023-03-24,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
A Good Person,1137,tt14153080,R,2023-03-24,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Inside,1136,tt7832848,R,2023-03-17,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Moving On,1135,tt15488088,R,2023-03-17,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Scream VI,1134,tt17663992,R,2023-03-10,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Champions,1133,tt15339570,PG-13,2023-03-10,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Creed III,1131,tt11145118,PG-13,2023-03-03,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Jesus Revolution,1130,tt10098448,PG-13,2023-02-24,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Cocaine Bear,1129,tt14209916,R,2023-02-24,0.0,0,1,0.0,0,0,1.0,0.0,1.0,0
Marlowe,1127,tt6722802,R,2023-02-15,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Close,1124,tt9660502,PG-13,2023-01-27,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Infinity Pool,1123,tt10365998,R,2023-01-27,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
When You Finish Saving the World,1122,tt12121582,R,2023-01-20,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Plane,1120,tt5884796,R,2023-01-13,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Skinamarink,1119,tt21307994,Not Rated,2023-01-13,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
M3GAN,1118,tt8760708,PG-13,2023-01-06,0.0,0,0,1.0,0,0,0.0,0.0,1.0,0
A Man Called Otto,1117,tt7405458,PG-13,2022-12-30,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Broker,1116,tt13056052,R,2022-12-26,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Babylon,1115,tt10640346,R,2022-12-23,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Women Talking,1113,tt13669038,PG-13,2022-12-23,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Puss in Boots: The Last Wish,1112,tt3915174,PG,2022-12-21,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Avatar: The Way of Water,1111,tt1630029,PG-13,2022-12-16,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Empire of Light,1108,tt14402146,R,2022-12-09,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
The Whale,1109,tt13833688,R,2022-12-09,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Eternal Daughter,1107,tt13874422,PG-13,2022-12-02,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
White Noise,1105,tt6160448,R,2022-11-25,0.0,0,1,0.0,1,0,0.0,0.0,1.0,0
Devotion,1103,tt7693316,PG-13,2022-11-23,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
She Said,1102,tt11198810,R,2022-11-18,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Inspection,1101,tt13495458,R,2022-11-18,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Bones and All,1100,tt10168670,R,2022-11-18,0.0,0,0,0.0,1,0,0.0,0.0,1.0,1
The Menu,1098,tt9764362,R,2022-11-18,0.0,0,1,0.0,0,0,0.0,0.0,1.0,0
The Fabelmans,1097,tt14208870,PG-13,2022-11-11,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Black Panther: Wakanda Forever,1096,tt9114286,PG-13,2022-11-11,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Armageddon Time,1095,tt10343028,R,2022-10-28,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Prey for the Devil,1094,tt9271672,PG-13,2022-10-28,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Argentina 1985,1093,tt15301048,R,2022-10-21,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Black Adam,1092,tt6443346,PG-13,2022-10-21,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Aftersun,1091,tt19770238,R,2022-10-21,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Banshees of Inisherin,1090,tt11813216,R,2022-10-21,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Ticket to Paradise,1089,tt14109724,PG-13,2022-10-21,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Halloween Ends,1087,tt10665342,R,2022-10-14,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Decision to Leave,1086,tt12477480,,2022-10-14,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Amsterdam,1084,tt10304142,R,2022-10-07,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Triangle of Sadness,1083,tt7322224,R,2022-10-07,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Smile,1081,tt15474916,R,2022-09-30,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Bros,1080,tt9731598,R,2022-09-30,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Dont Worry Darling,1079,tt10731256,R,2022-09-23,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Pearl,1076,tt18925334,R,2022-09-16,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
See How They Run,1074,tt13640696,PG-13,2022-09-16,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
The Woman King,1073,tt8093700,PG-13,2022-09-16,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Barbarian,1072,tt15791034,R,2022-09-09,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Honk for Jesus. Save Your Soul.,1071,tt12655436,R,2022-09-02,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Three Thousand Years of Longing,1070,tt9198364,R,2022-08-26,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
The Invitation,1069,tt2400463,Not Rated,2022-08-26,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Beast,1068,tt13223398,R,2022-08-19,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Fall,1066,tt15325794,PG-13,2022-08-12,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Emily the Criminal,1065,tt15255876,R,2022-08-12,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Bullet Train,1063,tt12593682,R,2022-08-05,1.0,0,1,0.0,0,0,0.0,0.0,1.0,0
DC League of Super Pets,1061,tt8912936,PG,2022-07-29,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Nope,1060,tt10954984,R,2022-07-22,0.0,0,0,1.0,0,0,1.0,0.0,1.0,0
Gone in the Night,1059,tt15426294,R,2022-07-15,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Where the Crawdads Sing,1058,tt9411972,PG-13,2022-07-15,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
Mrs. Harris Goes To Paris,1057,tt5151570,PG,2022-07-15,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Thor: Love And Thunder,1056,tt10648342,PG-13,2022-07-08,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Mr. Malcolms List,1054,tt12545566,PG,2022-07-01,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Minions: The Rise Of Gru,1053,tt5113044,PG,2022-07-01,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Elvis,1052,tt3704428,PG-13,2022-06-24,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Marcel the Shell with Shoes On,1051,tt15339456,PG,2022-06-24,0.0,1,1,0.0,1,0,0.0,0.0,0.0,0
The Black Phone,1050,tt7144666,R,2022-06-24,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Lightyear,1049,tt10298810,PG,2022-06-17,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Brian and Charles,1048,tt13270424,PG,2022-06-17,0.0,0,1,1.0,1,0,0.0,0.0,0.0,0
Crimes of the Future,1046,tt14549466,R,2022-06-03,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
The Bobs Burgers Movie,1045,tt7466442,PG-13,2022-05-27,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Firestarter,1043,tt1798632,R,2022-05-13,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Memory,1042,tt11827628,R,2022-04-29,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Northman,1041,tt11138512,R,2022-04-22,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Unbearable Weight Of Massive Talent,1040,tt11291274,R,2022-04-22,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
The Bad Guys,1039,tt8115900,PG,2022-04-22,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Ambulance,1038,tt4998632,R,2022-04-08,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Sonic The Hedgehog 2,1037,tt12412888,PG,2022-04-08,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Everything Everywhere All At Once,1036,tt6710474,R,2022-03-25,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Lost City,1035,tt13320622,PG-13,2022-03-25,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Outfit,1034,tt14114802,R,2022-03-18,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Alice (2022),1033,tt11687104,R,2022-03-18,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
X,1032,tt13560574,R,2022-03-18,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Batman,1031,tt1877830,PG-13,2022-03-04,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
After Yang,1030,tt8633464,PG,2022-03-04,0.0,0,0,1.0,1,0,0.0,0.0,0.0,0
Studio 666,1029,tt15374070,R,2022-02-25,0.0,0,1,0.0,0,0,0.0,0.0,1.0,0
Cyrano,1028,tt12889404,PG-13,2022-02-25,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
The Cursed,1027,tt9907782,R,2022-02-18,0.0,0,0,1.0,0,0,1.0,0.0,1.0,0
Uncharted,1025,tt1464335,PG-13,2022-02-18,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0
The Sky is Everywhere,1024,tt2201261,PG-13,2022-02-12,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Blacklight,1023,tt14060094,PG-13,2022-02-11,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Marry Me,1022,tt10223460,PG-13,2022-02-11,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Death on the Nile,1021,tt7657566,PG-13,2022-02-11,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Moonfall,1020,tt5834426,PG-13,2022-02-04,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
American Underdog,1015,tt11729298,PG,2021-12-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
The Tragedy of Macbeth,1014,tt10095582,R,2021-12-25,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
A Journal for Jordan,1013,tt0995854,PG-13,2021-12-25,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
The Tender Bar,1011,tt3108894,R,2021-12-22,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Sing 2,1010,tt6467266,PG,2021-12-22,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Nightmare Alley,1009,tt7740496,R,2021-12-17,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Spider-Man: No Way Home,1008,tt10872600,PG-13,2021-12-17,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Being the Ricardos,1007,tt4995540,R,2021-12-10,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
West Side Story,1006,tt3581652,PG-13,2021-12-10,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Red Rocket,1005,tt13453006,R,2021-12-10,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Souvenir Part II,1004,tt6992978,R,2021-12-01,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
The Humans,1003,tt10023286,R,2021-12-01,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Licorice Pizza,1001,tt11271038,R,2021-11-26,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Encanto,1000,tt2953050,PG,2021-11-24,0.0,1,1,0.0,0,1,0.0,0.0,0.0,0
Drive My Car,999,tt14039582,Unrated,2021-11-24,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
King Richard,997,tt9620288,PG-13,2021-11-19,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
House of Gucci,996,tt11214590,R,2021-11-18,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
The Power of the Dog,995,tt10293406,R,2021-11-17,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Ghostbusters: Afterlife,994,tt4513678,PG-13,2021-11-17,1.0,0,1,1.0,0,0,0.0,0.0,0.0,0
Belfast,993,tt12789558,PG-13,2021-11-12,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Spencer,992,tt12536294,R,2021-11-05,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Last Night In Soho,991,tt9639470,R,2021-10-29,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Antlers,989,tt7740510,R,2021-10-29,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Halloween Kills,986,tt10665338,R,2021-10-15,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
The Last Duel,985,tt4244994,R,2021-10-15,0.0,0,0,0.0,1,0,0.0,1.0,1.0,0
Lamb,984,tt3908598,R,2021-10-08,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
No Time To Die,983,tt2382320,PG-13,2021-10-08,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Titane,981,tt10944760,R,2021-10-01,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
The Eyes of Tammy Faye,980,tt9115530,PG-13,2021-09-17,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Malignant,978,tt3811906,R,2021-09-10,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Candyman,977,tt0103919,R,2021-08-27,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
The Night House,976,tt9731534,R,2021-08-20,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Protege,975,tt6079772,R,2021-08-20,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Hitmans Wifes Bodyguard,974,tt8385148,R,2021-08-20,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Free Guy,973,tt6264654,PG-13,2021-08-13,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Dont Breathe 2,972,tt6246322,R,2021-08-13,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Suicide Squad,971,tt6334354,R,2021-08-06,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Green Knight,969,tt9243804,R,2021-07-30,1.0,0,0,1.0,1,0,0.0,0.0,0.0,0
Old,968,tt14961624,R,2021-07-23,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Space Jam: A New Legacy,967,tt3554046,PG,2021-07-16,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Pig,966,tt11003218,R,2021-07-16,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Escape Room: Tournament of Champions,965,tt9844522,PG-13,2021-07-16,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
The Boss Baby: Family Business,964,tt6932874,PG,2021-07-02,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Zola,963,tt5439812,R,2021-06-30,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
In The Heights,962,tt1321510,PG-13,2021-06-10,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Cruella,961,tt3228774,PG-13,2021-05-28,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
A Quiet Place Part II,960,tt8332922,PG-13,2021-05-18,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
Those Who Wish Me Dead,959,tt3215824,R,2021-05-14,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
The Woman In The Window,957,tt6111574,R,2021-05-14,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Spiral,956,tt10342730,R,2021-05-14,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
